group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
1560,Y,high,5,3118.0,5239.0,2121.0,4013.8,0.528427,1.680244,51.6,Cylinder 100x200,2154,"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",51.6,Cylinder 100x200,C9,380,49.309,0,219.1,219.1,5,109.55,600,0,0,3118
1560,Y,high,5,3118.0,5239.0,2121.0,4013.8,0.528427,1.680244,51.6,Cylinder 100x200,3882,"Design of Concrete Filled Tubular Beam-columns with High Strength Steel and Concrete, J.Y. Richard Liew; Mingxiang Xiong; Dexin Xiong, Structures, 2016",51.6,Cylinder 100x200,S2-1-2,380,49.309,0,219.1,219.1,5,109.55,600,0,0,3118
3510,Y,high,6,969.0,1684.0,715.0,1381.6667,0.517491,1.737874,34.4,"fck,150",4896,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",C1-S-1,291.5,34.4,0,219,219,3.8,109.5,3810,0,0,1684
3510,Y,high,6,969.0,1684.0,715.0,1381.6667,0.517491,1.737874,34.4,"fck,150",4893,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",C1-S-2,291.5,34.4,0,219,219,3.8,109.5,3810,0,0,1619
3510,Y,high,6,969.0,1684.0,715.0,1381.6667,0.517491,1.737874,34.4,"fck,150",4894,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",C2-S-1,291.5,34.4,0,219,219,3.8,109.5,3810,0,0,1414
3510,Y,high,6,969.0,1684.0,715.0,1381.6667,0.517491,1.737874,34.4,"fck,150",4892,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",C3-S-2,291.5,34.4,0,219,219,3.8,109.5,3810,0,0,1394
3510,Y,high,6,969.0,1684.0,715.0,1381.6667,0.517491,1.737874,34.4,"fck,150",4897,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",C2-S-2,291.5,34.4,0,219,219,3.8,109.5,3810,0,0,1210
3510,Y,high,6,969.0,1684.0,715.0,1381.6667,0.517491,1.737874,34.4,"fck,150",4895,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",C3-S-1,291.5,34.4,0,219,219,3.8,109.5,3810,0,0,969
499,Y,high,5,802.0,1353.0,551.0,1121.9,0.491131,1.687032,24.5,cube,713,"Research on Compression Behavior of Square Thin-Walled CFST Columns with Steel-Bar Stiffeners, Zhao Yang; Chengxiang Xu, Unknown, 2018",24.5,cube,C6,243,19.095,0,200,200,2,0,1200,0,0,1353
499,Y,high,5,802.0,1353.0,551.0,1121.9,0.491131,1.687032,24.5,cube,711,"Research on Compression Behavior of Square Thin-Walled CFST Columns with Steel-Bar Stiffeners, Zhao Yang; Chengxiang Xu, Unknown, 2018",24.5,cube,C4,243,19.095,0,200,200,2,0,1200,0,0,1200
