Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C10,345.04,39.82,0,300,300,12,0,1500,0,0,6588
"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C11,345.04,39.82,0,300,300,12,0,1500,0,0,8436
"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C12,345.04,39.82,0,300,300,12,0,1500,0,0,9749
"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C13,292.48,39.82,0,300,300,6,0,1500,0,0,4370
"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C14,292.48,39.82,0,300,300,6,0,1500,0,0,6140
"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C15,382.5,39.82,0,300,300,6,0,1500,0,0,7375
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",10,cylinder,W300F10-4,414,10,0,300,300,6,0,1050,0,0,4682
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",10,cylinder,W350F10-5,414,10,0,350,350,6,0,1225,0,0,5585
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",10,cylinder,W400F10-6,414,10,0,400,400,6,0,1400,0,0,6523
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",10,cylinder,G300F10-9,414,10,0,300,300,6,0,1050,0,0,3428
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",10,cylinder,G400F10-10,414,10,0,400,400,6,0,1400,0,0,4452
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",40,cylinder,W300F40-11,369,40,0,300,300,6,0,1050,0,0,7089
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",40,cylinder,W350F40-12,369,40,0,350,350,6,0,1225,0,0,8689
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",40,cylinder,W400F40-13,369,40,0,400,400,6,0,1400,0,0,9346
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",40,cylinder,G300F40-14,369,40,0,300,300,6,0,1050,0,0,6298
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",40,cylinder,G400F40-15,369,40,0,400,400,6,0,1400,0,0,8802
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS1,300,50,0,126,126,3,0,360,0,0,1114
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS2,300,50,0,126,126,3,0,360,19.98,19.98,996
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS3,300,50,0,126,126,3,0,360,40.054,40.054,739
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS4,300,50,0,126,126,3,0,360,50.081,50.081,619
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS5,300,50,0,126,126,3,0,360,0,0,454
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS7,300,50,0,156,156,3,0,450,0,0,1708
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS8,300,50,0,156,156,3,0,450,25.035,25.035,1426
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS9,300,50,0,156,156,3,0,450,50.042,50.042,1203
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS10,300,50,0,156,156,3,0,450,59.958,59.958,959
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",50,cylinder,HS11,300,50,0,156,156,3,0,450,0,0,490
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",32,cylinder,NS1,300,32,0,186,186,3,0,540,0,0,1555
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",32,cylinder,NS2,300,32,0,186,186,3,0,540,37.044,37.044,1069
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",32,cylinder,NS3,300,32,0,186,186,3,0,540,55.958,55.958,1133
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",32,cylinder,NS4,300,32,0,186,186,3,0,540,84.022,84.022,895
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",32,cylinder,NS5,300,32,0,186,186,3,0,540,0,0,517
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS7,300,38,0,246,246,3,0,720,0,0,3095
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS8,300,38,0,246,246,3,0,720,47.982,47.982,2255
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS9,300,38,0,246,246,3,0,720,74,74,1900
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS10,300,38,0,246,246,3,0,720,100,100,1279
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS11,300,38,0,246,246,3,0,720,0,0,563
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS13,300,38,0,306,306,3,0,900,0,0,4000
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS14,300,38,0,306,306,3,0,900,0,0,4253
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS15,300,38,0,306,306,3,0,900,0,0,4495
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS16,300,38,0,306,306,3,0,900,0,0,4581
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",38,cylinder,NS17,300,38,0,306,306,3,0,900,0,0,622
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc1-1,389.3,54.08,0,132,132,2.92,0,1386,40,40,736
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc1-2,389.3,54.08,0,132,132,2.92,0,1386,40,40,730
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc2-1,389.3,54.08,0,160,160,2.92,0,1386,40,40,1046
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc2-2,389.3,54.08,0,160,160,2.92,0,1386,40,40,1012
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc3-1,389.3,54.08,0,132,132,2.92,0,1386,20,20,1118
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc3-2,389.3,54.08,0,132,132,2.92,0,1386,20,20,1121
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc4-1,389.3,54.08,0,132,132,2.92,0,1386,0,0,1483
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc4-2,389.3,54.08,0,132,132,2.92,0,1386,0,0,1466
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc5-1,389.3,54.08,0,105,105,2.92,0,2772,40,40,505
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,sc5-2,389.3,54.08,0,105,105,2.92,0,2772,40,40,490
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc1-1,389.3,54.08,0,160,160,2.92,0,1386,40,40,736
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc1-2,389.3,54.08,0,160,160,2.92,0,1386,40,40,730
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc3-1,389.3,54.08,0,160,160,2.92,0,1386,20,20,1118
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc3-2,389.3,54.08,0,160,160,2.92,0,1386,20,20,1121
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc4-1,389.3,54.08,0,160,160,2.92,0,1386,0,0,1483
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc4-2,389.3,54.08,0,160,160,2.92,0,1386,0,0,1466
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc5-1,389.3,54.08,0,160,160,2.92,0,2772,40,40,505
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,sc5-2,389.3,54.08,0,160,160,2.92,0,2772,40,40,490
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-8-7-W,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1387.63
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-8-5-W,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1220.56
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-8-3-W,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1128.69
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-8-7,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1400.03
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-8-5,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1294.4
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-8-3,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1098.21
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-5.6-7,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1198.04
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-5.6-5,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1103.67
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-IS-5.6-3,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1043.12
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-ES-8-7,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1361.44
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-ES-8-5,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1312.54
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-ES-8-3,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1090.9
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-ES-5.6-7,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1160.94
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-ES-5.6-5,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1069.72
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-ES-5.6-3,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,1024.68
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",41,Cylinder 100x200,C-S0,380,39.18,0,114.3,114.3,3.05,57.15,320,0,0,960.87
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-20,433,40.482,0,133,133,4.5,66.5,399,0,0,1608
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-200,433,40.482,0,133,133,4.5,66.5,399,0,0,1232
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-300,433,40.482,0,133,133,4.5,66.5,399,0,0,1337
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-400,433,40.482,0,133,133,4.5,66.5,399,0,0,1013
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-500,433,40.482,0,133,133,4.5,66.5,399,0,0,1062
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-600,433,40.482,0,133,133,4.5,66.5,399,0,0,791
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-700,433,40.482,0,133,133,4.5,66.5,399,0,0,734
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-800,433,40.482,0,133,133,4.5,66.5,399,0,0,548
"高温后不同截面钢管混凝土轴压构件的实验研究, 姜绍飞; 刘明, Unknown, 2002",48.29,cube,A-900,433,40.482,0,133,133,4.5,66.5,399,0,0,616
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,A1,295,39.752,0,159,159,4,79.5,636,0,0,1450
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,A2,295,39.752,0,159,159,4,79.5,636,0,0,1385
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,A3,295,39.752,0,159,159,4,79.5,636,0,0,1340
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,A4,295,39.752,0,159,159,4,79.5,636,0,0,1425
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,A5,295,39.752,0,159,159,4,79.5,636,0,0,1331
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,B1,295,39.752,0,159,159,4,79.5,1590,0,0,1305
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,B2,295,39.752,0,159,159,4,79.5,1590,0,0,1133
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,B3,295,39.752,0,159,159,4,79.5,1590,0,0,945
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,B4,295,39.752,0,159,159,4,79.5,1590,0,0,1254
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,B5,295,39.752,0,159,159,4,79.5,1590,0,0,971
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,C1,295,39.752,0,159,159,4,79.5,2544,0,0,1198
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,C2,295,39.752,0,159,159,4,79.5,2544,0,0,1130
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,C3,295,39.752,0,159,159,4,79.5,2544,0,0,1140
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,C4,295,39.752,0,159,159,4,79.5,2544,0,0,1020
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",47.5,Cube 150,C5,295,39.752,0,159,159,4,79.5,2544,0,0,948
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,Seh-0-4,330,47.666,0,168,168,5,84,500,0,0,2000
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,Seh-20-0,330,47.666,0,168,168,5,84,500,20,20,1610
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,SehA-20-4,330,47.666,0,168,168,5,84,500,20,20,1410
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,SehA-20-8,330,47.666,0,168,168,5,84,500,20,20,1300
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,SehA-20-12,330,47.666,0,168,168,5,84,500,20,20,1260
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,SehA-20-18,330,47.666,0,168,168,5,84,500,20,20,1200
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,SehA-20-26,330,47.666,0,168,168,5,84,500,20,20,1130
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,SehA-40-4,330,47.666,0,168,168,5,84,500,40,40,1080
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,SehA-60-4,330,47.666,0,168,168,5,84,500,60,60,870
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,Leh-20-0,330,47.666,0,168,168,5,84,1000,0,0,1320
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,LehA-20-4,330,47.666,0,168,168,5,84,1000,20,20,1300
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,LehA-20-8,330,47.666,0,168,168,5,84,1000,20,20,1270
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",56,Cube 150,LehA-40-4,330,47.666,0,168,168,5,84,1000,40,40,1010
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc1-1,389.3,54.08,0,170,170,2.92,85,1500,40,40,955
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc1-2,389.3,54.08,0,170,170,2.92,85,1500,40,40,943
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc2-1,389.3,54.08,0,200,200,2.92,100,1500,40,40,1270
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc2-2,389.3,54.08,0,200,200,2.92,100,1500,40,40,1264
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc3-1,389.3,54.08,0,170,170,2.92,85,1500,20,20,1454
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc3-2,389.3,54.08,0,170,170,2.92,85,1500,20,20,1436
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc4-1,389.3,54.08,0,170,170,2.92,85,1500,0,0,1932
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc4-2,389.3,54.08,0,170,170,2.92,85,1500,0,0,1963
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc5-1,389.3,54.08,0,140,140,2.92,70,3000,40,40,500
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",62.8,cube,cc5-2,389.3,54.08,0,140,140,2.92,70,3000,40,40,534
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A0_a,340.26,49.828,0,114.67,114.67,3.61,57.335,1400,17,17,507
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A0_b,340.26,49.828,0,114.77,114.77,3.8,57.385,1400,17,17,532
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A0_c,340.26,49.828,0,114.81,114.81,3.68,57.405,1400,17,17,537
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_O10_a,340.26,49.828,0,114.67,114.67,3.61,57.335,1400,17,17,496
