group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
1694,Y,medium,4,1372.0,2038.4,666.4,1653.75,0.402963,1.485714,84.4,Cube 100x100x100mm,2212,"Researches on Behavior of High-Performance Concrete Filled Tubular Steel Short Columns, Z. W. Yu; F. X. Ding; S. Lin, Journal of Building Structures, 2002",84.4,Cube 100x100x100mm,G4-1a,338,71.206,0,165,165,1,82.5,500,0,0,1773.8
1694,Y,medium,4,1372.0,2038.4,666.4,1653.75,0.402963,1.485714,84.4,Cube 100x100x100mm,2213,"Researches on Behavior of High-Performance Concrete Filled Tubular Steel Short Columns, Z. W. Yu; F. X. Ding; S. Lin, Journal of Building Structures, 2002",84.4,Cube 100x100x100mm,G4-1b,338,71.206,0,165,165,1,82.5,500,0,0,1430.8
1694,Y,medium,4,1372.0,2038.4,666.4,1653.75,0.402963,1.485714,84.4,Cube 100x100x100mm,2214,"Researches on Behavior of High-Performance Concrete Filled Tubular Steel Short Columns, Z. W. Yu; F. X. Ding; S. Lin, Journal of Building Structures, 2002",84.4,Cube 100x100x100mm,G4-1c,338,71.206,0,165,165,1,82.5,500,0,0,1372
4414,Y,medium,4,1372.0,2038.0,666.0,1653.25,0.402843,1.485423,91.8,fcu100,5985,"Yu Z, Ding F, Lin S. Researches on behavior of high-performance concrete filled tubular steel short columns. Journal of Building Structure 2002;23(2):
41 7 [in Chinese].",91.8,fcu100,G4-1d,338,78.08989125,0,165,165,1,82.5,500,0,0,2038
4414,Y,medium,4,1372.0,2038.0,666.0,1653.25,0.402843,1.485423,91.8,fcu100,5982,"Yu Z, Ding F, Lin S. Researches on behavior of high-performance concrete filled tubular steel short columns. Journal of Building Structure 2002;23(2):
41 7 [in Chinese].",91.8,fcu100,G4-1a,338,78.08989125,0,165,165,1,82.5,500,0,0,1773
4414,Y,medium,4,1372.0,2038.0,666.0,1653.25,0.402843,1.485423,91.8,fcu100,5983,"Yu Z, Ding F, Lin S. Researches on behavior of high-performance concrete filled tubular steel short columns. Journal of Building Structure 2002;23(2):
41 7 [in Chinese].",91.8,fcu100,G4-1b,338,78.08989125,0,165,165,1,82.5,500,0,0,1430
4414,Y,medium,4,1372.0,2038.0,666.0,1653.25,0.402843,1.485423,91.8,fcu100,5984,"Yu Z, Ding F, Lin S. Researches on behavior of high-performance concrete filled tubular steel short columns. Journal of Building Structure 2002;23(2):
41 7 [in Chinese].",91.8,fcu100,G4-1c,338,78.08989125,0,165,165,1,82.5,500,0,0,1372
3772,Y,medium,6,1307.0,1854.0,547.0,1553.3333,0.352146,1.418516,34.4,"fck,150",5061,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",S1-S-2,322.8,34.4,0,200,200,3.9,0,3810,0,0,1854
3772,Y,medium,6,1307.0,1854.0,547.0,1553.3333,0.352146,1.418516,34.4,"fck,150",5064,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",S1-S-1,322.8,34.4,0,200,200,3.9,0,3810,0,0,1608
3772,Y,medium,6,1307.0,1854.0,547.0,1553.3333,0.352146,1.418516,34.4,"fck,150",5065,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",S2-S-1,322.8,34.4,0,200,200,3.9,0,3810,0,0,1578
