group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
49,,low,2,1022.0,1062.0,40.0,1042.0,0.038388,1.039139,10,cube,67,"Failure of lightweight aggregate concrete-filled steel tubular columns, Shehdeh Ghannam; Yahia Abdel Jawad; Yasser Hunaiti, Unknown, 2004",10,cube,C4-LW,360,7.015,0,200,100,5,0,2000,0,0,1022
2246,,low,3,1645.0,1709.0,64.0,1669.6667,0.038331,1.038906,117.9,Prism 100x100x300mm,3163,"钢管活性粉末混凝土柱的力学性能研究, 冯建文, Tsinghua University Master Thesis, 2008",117.9,Prism 100x100x300mm,CFT4-2,320,112.666,0,110,110,5,55,300,0,0,1709
2246,,low,3,1645.0,1709.0,64.0,1669.6667,0.038331,1.038906,117.9,Prism 100x100x300mm,3164,"钢管活性粉末混凝土柱的力学性能研究, 冯建文, Tsinghua University Master Thesis, 2008",117.9,Prism 100x100x300mm,CFT4-3,320,112.666,0,110,110,5,55,300,0,0,1655
2246,,low,3,1645.0,1709.0,64.0,1669.6667,0.038331,1.038906,117.9,Prism 100x100x300mm,3162,"钢管活性粉末混凝土柱的力学性能研究, 冯建文, Tsinghua University Master Thesis, 2008",117.9,Prism 100x100x300mm,CFT4-1,320,112.666,0,110,110,5,55,300,0,0,1645
3455,,low,3,1645.0,1709.0,64.0,1669.6667,0.038331,1.038906,129.7,"fcy,100",4818,"中南大学学报(自然科学版) | 圆钢管 UHPC 短柱轴压承载力与变形能力计算模型 | 王震, 王景全, 刘桐旭... | 2019",129.7,"fcy,100",CFT4-2,320,129.7,0,110,110,5,55,300,0,0,1709
3455,,low,3,1645.0,1709.0,64.0,1669.6667,0.038331,1.038906,129.7,"fcy,100",4819,"中南大学学报(自然科学版) | 圆钢管 UHPC 短柱轴压承载力与变形能力计算模型 | 王震, 王景全, 刘桐旭... | 2019",129.7,"fcy,100",CFT4-3,320,129.7,0,110,110,5,55,300,0,0,1655
3455,,low,3,1645.0,1709.0,64.0,1669.6667,0.038331,1.038906,129.7,"fcy,100",4838,"中南大学学报(自然科学版) | 圆钢管 UHPC 短柱轴压承载力与变形能力计算模型 | 王震, 王景全, 刘桐旭... | 2019",129.7,"fcy,100",CFT4-1,320,129.7,0,110,110,5,55,300,0,0,1645
2559,,low,3,801.0,832.0,31.0,813.6667,0.038099,1.038702,41.5,cylinder,3583,"Behavior of normal-strength recycled aggregate concrete filled steel tubes under combined loading, Jie Chen; Yuyin Wang; Charles W. Roeder; Ji Ma, Engineering Structures, 2017",41.5,cylinder,CL32-11-100-20-a,355.6,41.5,100,140.2,140.2,3.52,70.1,1120,20,20,832
2559,,low,3,801.0,832.0,31.0,813.6667,0.038099,1.038702,41.5,cylinder,3584,"Behavior of normal-strength recycled aggregate concrete filled steel tubes under combined loading, Jie Chen; Yuyin Wang; Charles W. Roeder; Ji Ma, Engineering Structures, 2017",41.5,cylinder,CL32-11-100-20-b,355.6,41.5,100,140.2,140.2,3.52,70.1,1120,20,20,808
2559,,low,3,801.0,832.0,31.0,813.6667,0.038099,1.038702,41.5,cylinder,3585,"Behavior of normal-strength recycled aggregate concrete filled steel tubes under combined loading, Jie Chen; Yuyin Wang; Charles W. Roeder; Ji Ma, Engineering Structures, 2017",41.5,cylinder,CL32-11-100-20-c,355.6,41.5,100,140.2,140.2,3.52,70.1,1120,20,20,801
2677,,low,2,310.0,322.0,12.0,316.0,0.037975,1.03871,35.46,Cube 150,3779,"Structural response of thin-walled circular steel tubular columns filled with demolished concrete lumps and fresh concrete, Xin-Yu Zhao; Bo Wu; Long Wang, Unknown, 2016",35.46,Cube 150,T1.8-E60-R40-A,345.2,28.776,40,160,160,1.8,80,1600,60,60,322
2677,,low,2,310.0,322.0,12.0,316.0,0.037975,1.03871,35.46,Cube 150,3780,"Structural response of thin-walled circular steel tubular columns filled with demolished concrete lumps and fresh concrete, Xin-Yu Zhao; Bo Wu; Long Wang, Unknown, 2016",35.46,Cube 150,T1.8-E60-R40-B,345.2,28.776,40,160,160,1.8,80,1600,60,60,310
1491,,low,2,3950.0,4102.0,152.0,4026.0,0.037755,1.038481,85.2,cube,2058,"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",85.2,cube,CA5-2,282,75.627,0,250,250,1.87,125,750,0,0,4102
1491,,low,2,3950.0,4102.0,152.0,4026.0,0.037755,1.038481,85.2,cube,2057,"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",85.2,cube,CA5-1,282,75.627,0,250,250,1.87,125,750,0,0,3950
3225,,low,2,1374.7,1427.6,52.9,1401.15,0.037755,1.038481,125.5,"fcu,100",4523,"Engineering Structures | Experimental study on the behavior of circular ultra-high strength concrete-filled steel tube columns subjected to unequal end moments | Siqi Lin, Zhiming Li, Zhao-hui Lu... | 2022",125.5,"fcu,100",M_b0_e1_2,397.6,110.01,0,159,159,4.7,79.5,1192.5,0,63.6,1427.6
