b (mm),h (mm),r0 (mm),t (mm),R (%),fy (MPa),fc (MPa),L (mm),e1 (mm),e2 (mm),Nexp (kN),r0/h,b/t,Ac (mm^2),As (mm^2),Re (mm),te (mm),ke,xi,sigma_re (MPa),lambda,lambda_bar,e/h,e1/e2,e_bar,Npl (kN),eta_u,r,b/h,L/h,axial_flag,section_family
101.4,101.4,50.7,4.0,0.0,358.0,61.5,300.0,0.0,0.0,957.0,0.5,25.35,6851.468002287445,1828.8355021614166,46.7,5.864497719866748,1.0,1.5538136090557166,44.956963248657296,12.269527845632563,0.16025083918891533,0.0,0.0,0.0,1076.088391914465,0.8893321470529058,-0.11066785294709425,1.0,2.9585798816568047,axial,circular
101.4,101.4,50.7,4.0,0.0,358.0,61.5,300.0,0.0,0.0,899.0,0.5,25.35,6851.468002287445,1828.8355021614166,46.7,5.864497719866748,1.0,1.5538136090557166,44.956963248657296,12.269527845632563,0.16025083918891533,0.0,0.0,0.0,1076.088391914465,0.8354332290496994,-0.1645667709503006,1.0,2.9585798816568047,axial,circular
101.4,101.4,50.7,4.0,0.0,358.0,61.5,300.0,0.0,0.0,917.0,0.5,25.35,6851.468002287445,1828.8355021614166,46.7,5.864497719866748,1.0,1.5538136090557166,44.956963248657296,12.269527845632563,0.16025083918891533,0.0,0.0,0.0,1076.088391914465,0.8521604794644876,-0.14783952053551241,1.0,2.9585798816568047,axial,circular
101.4,101.4,50.7,4.0,0.0,358.0,61.5,300.0,0.0,0.0,908.0,0.5,25.35,6851.468002287445,1828.8355021614166,46.7,5.864497719866748,1.0,1.5538136090557166,44.956963248657296,12.269527845632563,0.16025083918891533,0.0,0.0,0.0,1076.088391914465,0.8437968542570935,-0.1562031457429065,1.0,2.9585798816568047,axial,circular
120.0,120.0,0.0,2.84,0.0,242.5,79.17,400.0,0.0,0.0,1217.0,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.3043737630258226,3.921108158640634,11.53406291847792,0.14905676815044305,0.0,0.0,0.0,1349.606406208,0.9017443859201993,-0.09825561407980066,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,0.0,242.5,79.17,400.0,0.0,0.0,1206.3,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.3043737630258226,3.921108158640634,11.53406291847792,0.14905676815044305,0.0,0.0,0.0,1349.606406208,0.8938161485090685,-0.10618385149093146,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,100.0,242.5,65.64,400.0,0.0,0.0,1057.7,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.3671125962637778,3.921108158640634,11.53406291847792,0.1412596120803991,0.0,0.0,0.0,1172.781991936,0.9018726474934823,-0.09812735250651772,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,100.0,242.5,65.64,400.0,0.0,0.0,1064.7,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.3671125962637778,3.921108158640634,11.53406291847792,0.1412596120803991,0.0,0.0,0.0,1172.781991936,0.9078413612426118,-0.09215863875738817,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,100.0,242.5,72.84,400.0,0.0,0.0,1225.2,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.3308246954798788,3.921108158640634,11.53406291847792,0.14549687906897504,0.0,0.0,0.0,1266.8792412159999,0.9671008570824837,-0.03289914291751628,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,100.0,242.5,72.84,400.0,0.0,0.0,1194.1,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.3308246954798788,3.921108158640634,11.53406291847792,0.14549687906897504,0.0,0.0,0.0,1266.8792412159999,0.9425523452841933,-0.057447654715806706,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,100.0,242.5,80.64,400.0,0.0,0.0,1184.0,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.29882528297066435,3.921108158640634,11.53406291847792,0.1498630019474851,0.0,0.0,0.0,1368.8179279360002,0.8649799040733769,-0.13502009592662312,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,100.0,242.5,80.64,400.0,0.0,0.0,1067.8,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.29882528297066435,3.921108158640634,11.53406291847792,0.1498630019474851,0.0,0.0,0.0,1368.8179279360002,0.7800891398391485,-0.21991086016085148,1.0,3.3333333333333335,axial,square
120.0,120.0,0.0,2.84,100.0,242.5,79.09,400.0,0.0,0.0,1250.0,0.0,42.25352112676057,13069.062399999999,1298.6752,64.4981531911795,3.128712181796132,0.33333333333333337,0.30468163887665156,3.921108158640634,11.53406291847792,0.14901267702928728,0.0,0.0,0.0,1348.5608812159999,0.9269140291781804,-0.07308597082181956,1.0,3.3333333333333335,axial,square
133.0,133.0,66.5,4.1,0.0,299.7,79.17,390.0,0.0,0.0,1486.4,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.7737719997646072,29.20662946745657,12.07874425724275,0.16191062909505335,0.0,0.0,0.0,1717.8193560260922,0.8652830664561583,-0.13471693354384173,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,0.0,299.7,79.17,390.0,0.0,0.0,1441.9,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.7737719997646072,29.20662946745657,12.07874425724275,0.16191062909505335,0.0,0.0,0.0,1717.8193560260922,0.8393781307340786,-0.16062186926592137,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,65.64,390.0,0.0,0.0,1338.8,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.9332652227508219,29.20662946745657,12.07874425724275,0.15599133409009003,0.0,0.0,0.0,1552.3121723454028,0.8624553899987749,-0.1375446100012251,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,65.64,390.0,0.0,0.0,1248.0,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.9332652227508219,29.20662946745657,12.07874425724275,0.15599133409009003,0.0,0.0,0.0,1552.3121723454028,0.8039620008354281,-0.19603799916457187,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,72.84,390.0,0.0,0.0,1535.0,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.84101495361565,29.20662946745657,12.07874425724275,0.15918335789681323,0.0,0.0,0.0,1640.3869485834637,0.9357548237783352,-0.06424517622166481,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,72.84,390.0,0.0,0.0,1507.0,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.84101495361565,29.20662946745657,12.07874425724275,0.15918335789681323,0.0,0.0,0.0,1640.3869485834637,0.9186856804129975,-0.08131431958700253,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,80.64,390.0,0.0,0.0,1448.3,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.7596667810188983,29.20662946745657,12.07874425724275,0.1625338076175629,0.0,0.0,0.0,1735.8012895080299,0.8343696993164954,-0.1656303006835046,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,80.64,390.0,0.0,0.0,1565.2,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.7596667810188983,29.20662946745657,12.07874425724275,0.1625338076175629,0.0,0.0,0.0,1735.8012895080299,0.9017161177726843,-0.09828388222731566,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,79.09,390.0,0.0,0.0,1559.1,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.7745546746916671,29.20662946745657,12.07874425724275,0.1618766065011732,0.0,0.0,0.0,1716.840747401225,0.9081215030339904,-0.09187849696600958,1.0,2.9323308270676693,axial,circular
133.0,133.0,66.5,4.1,100.0,299.7,79.09,390.0,0.0,0.0,1516.9,0.5,32.43902439024391,12232.607810841791,2500.37969850433,62.4,6.081059989220186,1.0,0.7745546746916671,29.20662946745657,12.07874425724275,0.1618766065011732,0.0,0.0,0.0,1716.840747401225,0.883541471331063,-0.11645852866893702,1.0,2.9323308270676693,axial,circular
125.0,125.0,0.0,3.0,0.0,275.0,30.0,300.0,0.0,0.0,824.5,0.0,41.666666666666664,14161.0,1428.0,67.13856044218299,3.303847351127942,0.33333333333333337,0.9243697478991597,4.510860403600687,8.304260805152978,0.08605448328485048,0.0,0.0,0.0,817.53,1.008525681014764,0.00852568101476403,1.0,2.4,axial,square
125.0,125.0,0.0,4.0,0.0,275.0,30.0,300.0,0.0,0.0,1159.2,0.0,31.25,13689.0,1872.0,66.01018127508749,4.368935932405009,0.33333333333333337,1.2535612535612535,6.067030662055422,8.29679965287821,0.08332707606322247,0.0,0.0,0.0,925.47,1.2525527569775357,0.25255275697753565,1.0,2.4,axial,square
150.0,100.0,0.0,4.0,0.0,275.0,30.0,300.0,0.0,0.0,912.0,0.0,37.5,13064.0,1872.0,64.48566005791552,4.465601424678809,0.33333333333333337,1.3135333741579913,6.34787326197148,10.370110896224784,0.10046808762145107,0.0,0.0,0.0,906.72,1.0058231868713605,0.0058231868713605195,1.5,3.0,axial,rectangular
150.0,100.0,0.0,4.0,0.0,275.0,90.0,300.0,0.0,0.0,1188.5,0.0,37.5,13064.0,1872.0,64.48566005791552,4.465601424678809,0.33333333333333337,0.4378444580526638,6.34787326197148,10.370110896224784,0.12921346349050866,0.0,0.0,0.0,1690.56,0.7030214840053001,-0.29697851599469993,1.5,3.0,axial,rectangular
200.0,120.0,0.0,3.0,0.0,275.0,30.0,300.0,0.0,0.0,1042.0,0.0,66.66666666666667,22116.0,1848.0,83.90316706084887,3.43512987988818,0.33333333333333337,0.7659612949900525,3.752979973068858,8.653756409791066,0.08835257268738961,0.0,0.0,0.0,1171.68,0.8893213164003823,-0.11067868359961774,1.6666666666666667,2.5,axial,rectangular
200.0,120.0,0.0,3.0,0.0,275.0,90.0,300.0,0.0,0.0,2091.3,0.0,66.66666666666667,22116.0,1848.0,83.90316706084887,3.43512987988818,0.33333333333333337,0.25532043166335083,3.752979973068858,8.653756409791066,0.11788601781019836,0.0,0.0,0.0,2498.64,0.8369753145711268,-0.16302468542887316,1.6666666666666667,2.5,axial,rectangular
108.0,108.0,54.0,2.0,0.0,355.0,30.0,300.0,0.0,0.0,694.2,0.5,54.0,8494.8665353068,1013.9823574389638,52.0,3.016003206237812,1.0,1.4124755438857588,20.59002188873891,11.320165268773211,0.14113373970206414,0.0,0.0,0.0,614.8097329500362,1.1291298149575906,0.12912981495759057,1.0,2.7777777777777777,axial,circular
101.6,101.6,50.8,2.0,0.0,275.0,30.0,300.0,0.0,0.0,582.7,0.5,50.8,7481.514408964876,951.7947434049133,48.8,3.0112504813727554,1.0,1.166179020844192,16.969136933965324,12.046139829198824,0.13922611679800775,0.0,0.0,0.0,486.18898670529745,1.1985051408686116,0.1985051408686116,1.0,2.952755905511811,axial,circular
168.3,168.3,84.15,2.8,0.0,275.0,30.0,300.0,0.0,0.0,1282.5,0.5,60.10714285714287,20790.502548761244,2220.0259643264894,81.35000000000001,4.233168392095806,1.0,0.97882376621717,14.310034515382254,7.251558757722622,0.08498325439112643,0.0,0.0,0.0,1234.222216652622,1.0391159571558466,0.03911595715584659,1.0,1.7825311942959001,axial,circular
168.3,168.3,84.15,2.8,0.0,275.0,90.0,300.0,0.0,0.0,2375.7,0.5,60.10714285714287,20790.502548761244,2220.0259643264894,81.35000000000001,4.233168392095806,1.0,0.3262745887390567,14.310034515382254,7.251558757722622,0.10780177925572412,0.0,0.0,0.0,2481.652369578296,0.9573057165954711,-0.042694283404528854,1.0,1.7825311942959001,axial,circular
159.0,159.0,79.5,3.0,0.0,275.0,30.0,300.0,0.0,0.0,1185.7,0.5,53.0,18385.385606970867,2237.734638119977,76.5,4.5218677763571264,1.0,1.1156996080801478,16.255080241806663,7.691645214321312,0.08920794775956331,0.0,0.0,0.0,1166.9385936921196,1.0160774580678837,0.016077458067883743,1.0,1.8867924528301887,axial,circular
159.0,159.0,79.5,3.0,0.0,275.0,90.0,300.0,0.0,0.0,2021.7,0.5,53.0,18385.385606970867,2237.734638119977,76.5,4.5218677763571264,1.0,0.3718998693600492,16.255080241806663,7.691645214321312,0.11230391670700046,0.0,0.0,0.0,2270.0617301103716,0.890592521420862,-0.10940747857913802,1.0,1.8867924528301887,axial,circular
150.0,150.0,0.0,4.8,0.0,341.0,30.3,900.0,0.0,0.0,1461.0,0.0,31.25,19712.16,2695.68,79.21221753010498,5.242723118886019,0.33333333333333326,1.5390256974415388,7.5231180209487345,20.741999132195527,0.22211141908023635,0.0,0.0,0.0,1516.5053279999997,0.9633991869496421,-0.036600813050357894,1.0,6.0,axial,square
100.0,100.0,0.0,3.2,0.0,341.0,30.3,600.0,0.0,0.0,676.0,0.0,31.25,8760.96,1198.08,52.808145020069986,3.4951487459240127,0.33333333333333337,1.539025697441539,7.523118020948737,20.741999132195524,0.22211141908023624,0.0,0.0,0.0,674.002368,1.0029638352843293,0.002963835284329308,1.0,6.0,axial,square
50.0,50.0,0.0,1.6,0.0,341.0,30.3,300.0,0.0,0.0,187.0,0.0,31.25,2190.24,299.52,26.404072510034993,1.7475743729620064,0.33333333333333337,1.539025697441539,7.523118020948737,20.741999132195524,0.22211141908023624,0.0,0.0,0.0,168.500592,1.1097883857879858,0.10978838578798578,1.0,6.0,axial,square
130.0,130.0,0.0,15.0,0.0,879.0,33.02,390.0,0.0,0.0,8402.0,0.0,8.666666666666666,10000.0,6000.0,56.41895835477563,14.946006291335216,0.33333333333333337,15.972138098122347,77.61894177173407,10.111801061633836,0.161255551547245,0.0,0.0,0.0,5604.2,1.4992327183184042,0.4992327183184042,1.0,3.0,axial,square
130.0,130.0,0.0,15.0,0.0,879.0,102.38,390.0,0.0,0.0,8442.0,0.0,8.666666666666666,10000.0,6000.0,56.41895835477563,14.946006291335216,0.33333333333333337,5.151396757179136,77.61894177173407,10.111801061633836,0.1683592159267619,0.0,0.0,0.0,6297.8,1.3404680999714185,0.34046809997141847,1.0,3.0,axial,square
130.0,130.0,0.0,15.0,0.0,360.0,33.02,390.0,0.0,0.0,6127.0,0.0,8.666666666666666,10000.0,6000.0,56.41895835477563,14.946006291335216,0.33333333333333337,6.541490006056934,31.78932768808221,10.111801061633836,0.10749171117385702,0.0,0.0,0.0,2490.2,2.4604449441811904,1.4604449441811904,1.0,3.0,axial,square
130.0,130.0,0.0,15.0,0.0,360.0,102.38,390.0,0.0,0.0,6745.0,0.0,8.666666666666666,10000.0,6000.0,56.41895835477563,14.946006291335216,0.33333333333333337,2.109787067786677,31.78932768808221,10.111801061633836,0.11970584355467465,0.0,0.0,0.0,3183.8,2.1185375965826996,1.1185375965826996,1.0,3.0,axial,square
300.0,300.0,0.0,4.0,0.0,464.0,55.6,900.0,0.0,0.0,6100.0,0.0,75.0,85264.0,4672.0,164.74335839594485,4.453325743625101,0.33333333333333337,0.45727801320587363,4.180933635527387,10.388609146560478,0.1449428652766041,0.0,0.0,0.0,6908.486400000001,0.8829719922442055,-0.11702800775579447,1.0,3.0,axial,square
300.0,300.0,0.0,3.0,0.0,414.0,55.6,900.0,0.0,0.0,5089.0,0.0,100.0,86436.0,3528.0,165.87173756304034,3.3512827404589984,0.33333333333333337,0.3039201292027602,2.788160448416206,10.390226176556505,0.1467330152810434,0.0,0.0,0.0,6266.4336,0.8121046714673558,-0.18789532853264423,1.0,3.0,axial,square
300.0,300.0,0.0,8.0,0.0,414.0,55.6,900.0,0.0,0.0,8619.0,0.0,37.5,80656.0,9088.0,160.22984172756279,8.786141024596219,0.33333333333333337,0.8389907792076197,7.567176303249796,10.377514153206441,0.13212072839750708,0.0,0.0,0.0,8246.9056,1.0451192747980527,0.045119274798052666,1.0,3.0,axial,square
200.0,200.0,0.0,2.0,0.0,243.0,24.5,1200.0,0.0,0.0,802.0,0.0,100.0,38416.0,1568.0,110.58115837536023,2.234188493639323,0.33333333333333337,0.40483132028321533,1.6365289588529837,20.78045235311301,0.22387912025630524,0.0,0.0,0.0,1322.216,0.606557476236863,-0.39344252376313704,1.0,6.0,axial,square
150.0,150.0,0.0,2.5,0.0,325.0,20.6,450.0,0.0,0.0,956.0,0.0,60.0,21025.0,1450.0,81.80748961442467,2.7739190519051675,0.33333333333333337,1.0880482089052559,3.673354343301345,10.386529738079027,0.10859005476914324,0.0,0.0,0.0,904.365,1.0570953099688731,0.05709530996887313,1.0,3.0,axial,square
